Company,CUSIP,Shares,Value,Discretion
TREACE MED CONCEPTS INC,89455T109,908029,5339211,SOLE
TRIMAS CORP,896215209,281306,8048165,SOLE
TRIMBLE INC,896239100,90,6838,SOLE
TRIMBLE INC,896239100,4503,342138,SOLE
TRINITY INDS INC,896522109,394192,10647126,SOLE
TRONOX HOLDINGS PLC,G9087Q102,1261840,6397529,SOLE
TTM TECHNOLOGIES INC,87305R109,546069,22290537,SOLE
TXNM ENERGY INC,69349H107,5387,303396,SOLE
UGI CORP NEW,902681105,8613,313685,SOLE
ULTRA CLEAN HLDGS INC,90385V107,360139,8128337,SOLE
UMH PPTYS INC,903002103,594019,9973579,SOLE
UNILEVER PLC,904767704,634068,38785970,SOLE
UNILEVER PLC,904767704,1087,66492,SOLE
UNITEDHEALTH GROUP INC,91324P102,14,4368,SOLE
UNITEDHEALTH GROUP INC,91324P102,35879,11193172,SOLE
UNIVERSAL ELECTRS INC,913483103,174936,1158076,SOLE
UNIVERSAL HLTH SVCS INC,913903100,59108,10707496,SOLE
UNIVERSAL HLTH SVCS INC,913903100,4561270,826274061,SOLE
UNIVERSAL TECHNICAL INST INC,913915104,403976,13690747,SOLE
US BANCORP DEL,902973304,112259,5079736,SOLE
US BANCORP DEL,902973304,8652112,391508068,SOLE
UTZ BRANDS INC,918090101,640530,8038652,SOLE
VAIL RESORTS INC,91879Q109,23769,3734823,SOLE
VALLEY NATL BANCORP,919794107,883800,7892334,SOLE
VEECO INSTRS INC DEL,922417100,371881,7556622,SOLE
VIAVI SOLUTIONS INC,925550105,790300,7958321,SOLE
VIEMED HEALTHCARE INC,92663R105,455344,3146427,SOLE
VISHAY INTERTECHNOLOGY INC,928298108,842500,13378900,SOLE
VISHAY PRECISION GROUP INC,92835K103,223642,6284340,SOLE
VITAL FARMS INC,92847W103,283479,10919611,SOLE
VSE CORP,918284100,35672,4672319,SOLE
WALKER & DUNLOP INC,93148P102,205,14448,SOLE
WALKER & DUNLOP INC,93148P102,10892,767668,SOLE
WARBY PARKER INC,93403J106,950,20834,SOLE
WARBY PARKER INC,93403J106,560194,12285054,SOLE
WEBSTER FINL CORP,947890109,421,22987,SOLE
WEBSTER FINL CORP,947890109,191453,10453334,SOLE
WELLS FARGO CO NEW,949746804,20691,24293924,SOLE
WESCO INTL INC,95082P105,72008,13335882,SOLE
WESTLAKE CORPORATION,960413102,133,10099,SOLE
WESTLAKE CORPORATION,960413102,6752,512679,SOLE
WEYERHAEUSER CO MTN BE,962166104,169410,4352130,SOLE
WEYERHAEUSER CO MTN BE,962166104,13975561,359032162,SOLE
WHEATON PRECIOUS METALS CORP,962879102,506879,45517777,SOLE
WHEATON PRECIOUS METALS CORP,962879102,17589378,1579527253,SOLE
WHITESTONE REIT,966084204,811040,10121779,SOLE
WILLIAMS COS INC,969457100,3190,200364,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,117210,35924957,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,4176339,1280047904,SOLE
XPO INC,983793100,96,12124,SOLE
XPO INC,983793100,4885,616927,SOLE
YETI HLDGS INC,98585X104,139200,4387584,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,89,8118,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,4636,422850,SOLE
ZIMVIE INC,98888T107,429873,4019313,SOLE
