Company,CUSIP,Shares,Value,Discretion,PutCall
SOUTHWEST AIRLS CO,844741108,8500,285430,SOLE,
SPDR GOLD TR,78463V107,706567,202980678,SOLE,
SPDR GOLD TR,78463V107,2439329,700763593,SOLE,
SPDR SER TR,78468R663,217263,19928125,SOLE,
SPECTRUM BRANDS HLDGS INC NE,84790A105,200172,14322307,SOLE,
SPRINKLR INC,85208T107,542728,4531779,SOLE,
SSGA ACTIVE ETF TR,78467V608,218112,9151980,SOLE,
STARBUCKS CORP,855244109,19,1864,SOLE,
STARBUCKS CORP,855244109,48977,4804154,SOLE,
STEWART INFORMATION SVCS COR,860372101,122309,8726747,SOLE,
STRAWBERRY FIELDS REIT INC,863182101,210805,2510688,SOLE,
SUNOPTA INC,8676EP108,425926,2070000,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,271306,45036824,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,5373942,892074372,SOLE,
TALKSPACE INC,87427V103,1131850,2897536,SOLE,
TANGER INC,875465106,178104,6018134,SOLE,
TAYLOR MORRISON HOME CORP,87724P106,228001,13689180,SOLE,
TE CONNECTIVITY PLC,G87052109,51,7207,SOLE,
TE CONNECTIVITY PLC,G87052109,125933,17796852,SOLE,
TENET HEALTHCARE CORP,88033G407,233,31339,SOLE,
TENET HEALTHCARE CORP,88033G407,11333,1524289,SOLE,
TERRENO RLTY CORP,88146M101,2029,128273,SOLE,
TEXAS INSTRS INC,882508104,39994,7186990,SOLE,
TEXAS INSTRS INC,882508104,3590341,645184278,SOLE,
TEXAS ROADHOUSE INC,882681109,95,15830,SOLE,
TEXAS ROADHOUSE INC,882681109,4715,785660,SOLE,
THERMON GROUP HLDGS INC,88362T103,352511,9817431,SOLE,
THRYV HLDGS INC,886029206,280816,3597253,SOLE,
TILE SHOP HLDGS INC,88677Q109,298672,1935395,SOLE,
TILLYS INC,886885102,370114,814251,SOLE,
TITAN AMER SA,B9151N105,131790,1781801,SOLE,
TITAN INTL INC ILL,88830M102,505164,4238326,SOLE,
TITAN MACHY INC,88830R101,758221,12920086,SOLE,
TOLL BROTHERS INC,889478103,88,9292,SOLE,
TOLL BROTHERS INC,889478103,3591,379174,SOLE,
TRANSALTA CORP,89346D107,19253,179709,SOLE,
TREACE MED CONCEPTS INC,89455T109,498924,4185972,SOLE,
TRIMAS CORP,896215209,272506,6384816,SOLE,
TRIMBLE INC,896239100,92,6040,SOLE,
TRIMBLE INC,896239100,3703,243102,SOLE,
TRINITY INDS INC,896522109,401092,11254642,SOLE,
TRIUMPH GROUP INC NEW,896818101,227341,5760821,SOLE,
TRONOX HOLDINGS PLC,G9087Q102,1071840,7545754,SOLE,
TTM TECHNOLOGIES INC,87305R109,758311,15552959,SOLE,
TXNM ENERGY INC,69349H107,5387,288097,SOLE,
UGI CORP NEW,902681105,8613,284832,SOLE,
ULTRA CLEAN HLDGS INC,90385V107,405439,8680449,SOLE,
UMH PPTYS INC,903002103,560519,10481705,SOLE,
UNILEVER PLC,904767704,635883,37866815,SOLE,
UNILEVER PLC,904767704,1087,64731,SOLE,
UNITEDHEALTH GROUP INC,91324P102,16,8380,SOLE,
UNITEDHEALTH GROUP INC,91324P102,39603,20742071,SOLE,
UNIVERSAL ELECTRS INC,913483103,165936,1015528,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,44434,8349068,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,4632284,870406164,SOLE,
UNIVERSAL TECHNICAL INST INC,913915104,439876,11296016,SOLE,
US BANCORP DEL,902973304,90090,3803580,SOLE,
US BANCORP DEL,902973304,8801108,371582780,SOLE,
UTZ BRANDS INC,918090101,562130,7914790,SOLE,
V2X INC,92242T101,84433,4141439,SOLE,
VALLEY NATL BANCORP,919794107,992800,8825992,SOLE,
VEECO INSTRS INC DEL,922417100,476798,9574104,SOLE,
VIAVI SOLUTIONS INC,925550105,760800,8513352,SOLE,
VIEMED HEALTHCARE INC,92663R105,425344,3096504,SOLE,
VISHAY INTERTECHNOLOGY INC,928298108,731500,11630850,SOLE,
VISHAY PRECISION GROUP INC,92835K103,129844,3127942,SOLE,
VITAL ENERGY INC,516806205,246501,5230751,SOLE,
VITAL FARMS INC,92847W103,213979,6519940,SOLE,
VSE CORP,918284100,54222,6506098,SOLE,
WALKER & DUNLOP INC,93148P102,163,13914,SOLE,
WALKER & DUNLOP INC,93148P102,8492,724877,SOLE,
WARBY PARKER INC,93403J106,780,14219,SOLE,
WARBY PARKER INC,93403J106,419294,7643730,SOLE,
WEBSTER FINL CORP,947890109,369,19022,SOLE,
WEBSTER FINL CORP,947890109,123753,6379467,SOLE,
WELLS FARGO CO NEW,949746804,20691,24845753,SOLE,
WERNER ENTERPRISES INC,950755108,286048,8381206,SOLE,
WESCO INTL INC,95082P105,68508,10639292,SOLE,
WESTLAKE CORPORATION,960413102,136,13604,SOLE,
WESTLAKE CORPORATION,960413102,5952,595379,SOLE,
WEYERHAEUSER CO MTN BE,962166104,140057,4100863,SOLE,
WEYERHAEUSER CO MTN BE,962166104,14263034,417621636,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,451411,35043030,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,18130061,1407436529,SOLE,
WHITESTONE REIT,966084204,1098540,16005728,SOLE,
WILLIAMS COS INC,969457100,3190,190634,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,115386,38994543,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,4315987,1458587807,SOLE,
XPO INC,983793100,172,18504,SOLE,
XPO INC,983793100,7685,826752,SOLE,
YETI HLDGS INC,98585X104,238000,7877800,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,90,10186,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,4136,468112,SOLE,
ZIMVIE INC,98888T107,417471,4508687,SOLE,
ZUMIEZ INC,989817101,249673,3717631,SOLE,
