Company,CUSIP,Shares,Value,Discretion,PutCall
SURGERY PARTNERS INC,86881A100,339474,10126509,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,222906,30326299,SOLE,
TAIWAN SEMICONDUCTOR MFG LTD,874039100,8836206,1202165826,SOLE,
TANGER INC,875465106,112704,3328149,SOLE,
TAYLOR MORRISON HOME CORP,87724P106,108401,6739290,SOLE,
TC ENERGY CORP,87807B107,235760,9479504,SOLE,
TE CONNECTIVITY LTD,H84989104,49,7117,SOLE,
TE CONNECTIVITY LTD,H84989104,130363,18933922,SOLE,
TENET HEALTHCARE CORP,88033G407,287,30167,SOLE,
TENET HEALTHCARE CORP,88033G407,150318,15799925,SOLE,
TERRENO RLTY CORP,88146M101,1886,125230,SOLE,
TEXAS INSTRS INC,882508104,10671,1859061,SOLE,
TEXAS INSTRS INC,882508104,4267106,743372536,SOLE,
THE ONE GROUP HOSPITALITY IN,88338K103,977045,5442141,SOLE,
THERMON GROUP HLDGS INC,88362T103,42500,1390600,SOLE,
TILE SHOP HLDGS INC,88677Q109,373484,2625593,SOLE,
TILLYS INC,886885102,428657,2914868,SOLE,
TITAN MACHY INC,88830R101,240261,5960875,SOLE,
TOLL BROTHERS INC,889478103,119,15395,SOLE,
TOLL BROTHERS INC,889478103,19279,2494124,SOLE,
TRIMAS CORP,896215209,190206,5084206,SOLE,
TRIMBLE INC,896239100,92,5921,SOLE,
TRIMBLE INC,896239100,3053,196491,SOLE,
TRINITY INDS INC,896522109,474580,13217053,SOLE,
TRIUMPH GROUP INC NEW,896818101,628212,9448308,SOLE,
TRONOX HOLDINGS PLC,G9087Q102,718840,12471874,SOLE,
TRUIST FINL CORP,89832Q109,111559,4348570,SOLE,
TTM TECHNOLOGIES INC,87305R109,632341,9896137,SOLE,
U S SILICA HLDGS INC,90346E103,516183,6405831,SOLE,
UGI CORP NEW,902681105,21189,519977,SOLE,
UGI CORP NEW,902681105,4583568,112480759,SOLE,
ULTRA CLEAN HLDGS INC,90385V107,329943,15157581,SOLE,
UNIFI INC,904677200,636248,3811126,SOLE,
UNILEVER PLC,904767704,475174,23848985,SOLE,
UNITEDHEALTH GROUP INC,91324P102,15,7421,SOLE,
UNITEDHEALTH GROUP INC,91324P102,38665,19127576,SOLE,
UNIVERSAL ELECTRS INC,913483103,206175,2063812,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,11644,2124617,SOLE,
UNIVERSAL HLTH SVCS INC,913903100,4625236,843920561,SOLE,
UNIVERSAL TECHNICAL INST INC,913915104,378288,6029911,SOLE,
UPLAND SOFTWARE INC,91544A109,594819,1837991,SOLE,
US BANCORP DEL,902973304,23755,1061864,SOLE,
US BANCORP DEL,902973304,8897936,397737739,SOLE,
UTZ BRANDS INC,918090101,436846,8055440,SOLE,
V2X INC,92242T101,179766,8396870,SOLE,
VAIL RESORTS INC,91879Q109,28,6239,SOLE,
VAIL RESORTS INC,91879Q109,711,158432,SOLE,
VALLEY NATL BANCORP,919794107,547300,4356508,SOLE,
VAREX IMAGING CORP,92214X106,357687,6474135,SOLE,
VEECO INSTRS INC DEL,922417100,292848,10299464,SOLE,
VIAVI SOLUTIONS INC,925550105,750937,6826017,SOLE,
VITAL ENERGY INC,516806205,207705,10912821,SOLE,
VIZIO HLDG CORP,92858V101,489134,5351126,SOLE,
VSE CORP,918284100,122622,9809760,SOLE,
WALMART INC,931142103,14559,876043,SOLE,
WALMART INC,931142103,5268415,317000531,SOLE,
WELLS FARGO CO NEW,949746804,22691,27668271,SOLE,
WERNER ENTERPRISES INC,950755108,327948,12829326,SOLE,
WESCO INTL INC,95082P105,21158,3623942,SOLE,
WESTLAKE CORPORATION,960413102,136,20781,SOLE,
WESTLAKE CORPORATION,960413102,4552,695546,SOLE,
WEYERHAEUSER CO MTN BE,962166104,36735,1319158,SOLE,
WEYERHAEUSER CO MTN BE,962166104,14185870,509414592,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,301560,14212516,SOLE,
WHEATON PRECIOUS METALS CORP,962879102,21101849,994530094,SOLE,
WHITESTONE REIT,966084204,1068522,13409951,SOLE,
WILLIAMS COS INC,969457100,227316,8858505,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,113778,31289077,SOLE,
WILLIS TOWERS WATSON PLC LTD,G96629103,5338613,1468118575,SOLE,
XPO INC,983793100,254,30996,SOLE,
XPO INC,983793100,8346,1018462,SOLE,
YEXT INC,98585N106,642979,3877163,SOLE,
ZETA GLOBAL HOLDINGS CORP,98956A105,947397,10355049,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,139,18345,SOLE,
ZIMMER BIOMET HOLDINGS INC,98956P102,4627,610671,SOLE,
ZIMVIE INC,98888T107,222357,3666667,SOLE,
ZUMIEZ INC,989817101,470743,7150586,SOLE,
