Company,CUSIP,Shares,Value,Discretion
SHARKNINJA INC,G8068L108,34,3805,SOLE
SHARKNINJA INC,G8068L108,8000,895200,SOLE
SHELL PLC,780259305,872757,64130200,SOLE
SHELL PLC,780259305,815,59886,SOLE
SI-BONE INC,825704109,1086,21416,SOLE
SI-BONE INC,825704109,536375,10577315,SOLE
SILICON MOTION TECHNOLOGY CO,82706C108,225,20858,SOLE
SILICON MOTION TECHNOLOGY CO,82706C108,153294,14210354,SOLE
SILVACO GROUP INC,82728C102,627211,2540205,SOLE
SIMILARWEB LTD,M84137104,645647,4835896,SOLE
SIMULATIONS PLUS INC,829214105,1040,18959,SOLE
SIMULATIONS PLUS INC,829214105,456115,8314976,SOLE
SLB LIMITED,806857108,451394,17324496,SOLE
SLB LIMITED,806857108,27267064,1046509916,SOLE
SMART SAND INC,83191H107,225476,901904,SOLE
SMARTFINANCIAL INC,83190L208,152167,5628657,SOLE
SMITH DOUGLAS HOMES CORP,83207R107,378774,6352040,SOLE
SONOS INC,83570H108,699,12274,SOLE
SONOS INC,83570H108,245707,4314615,SOLE
SOUTHWEST AIRLS CO,844741108,10000,413300,SOLE
SPDR GOLD TR,78463V107,796875,315809424,SOLE
SPDR GOLD TR,78463V107,1677958,664991535,SOLE
SPDR SERIES TRUST,78464A698,159119,10312502,SOLE
SPDR SERIES TRUST,78468R663,712283,65088451,SOLE
SPECTRUM BRANDS HLDGS INC NE,84790A105,206772,12216090,SOLE
STANDARDAERO INC,85423L103,23500,673980,SOLE
STARBUCKS CORP,855244109,11,926,SOLE
STARBUCKS CORP,855244109,25614,2156955,SOLE
STERIS PLC,G8473T100,15,3803,SOLE
STEWART INFORMATION SVCS COR,860372101,208,14614,SOLE
STEWART INFORMATION SVCS COR,860372101,121571,8541578,SOLE
STRATA CRITICAL MEDICAL INC,092667104,4443,21371,SOLE
STRATA CRITICAL MEDICAL INC,092667104,2125107,10221765,SOLE
STRAWBERRY FIELDS REIT INC,863182101,325589,4265216,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,396748,120567768,SOLE
TAIWAN SEMICONDUCTOR MFG LTD,874039100,5541578,1684030138,SOLE
TALKSPACE INC,87427V103,2206130,8008252,SOLE
TANGER INC,875465106,465,15517,SOLE
TANGER INC,875465106,179304,5983374,SOLE
TARGA RES CORP,87612G101,21,3875,SOLE
TAYLOR MORRISON HOME CORP,87724P106,233,13717,SOLE
TAYLOR MORRISON HOME CORP,87724P106,231901,13652012,SOLE
TE CONNECTIVITY PLC,G87052109,47,10693,SOLE
TE CONNECTIVITY PLC,G87052109,111289,25319360,SOLE
TELEDYNE TECHNOLOGIES INC,879360105,7,3575,SOLE
TELEFLEX INCORPORATED,879369106,84300,10287972,SOLE
TENET HEALTHCARE CORP,88033G407,6433,1278366,SOLE
TEXAS INSTRS INC,882508104,64623,11211410,SOLE
TEXAS INSTRS INC,882508104,3584687,621907348,SOLE
TEXAS ROADHOUSE INC,882681109,23,3818,SOLE
TEXAS ROADHOUSE INC,882681109,5215,865690,SOLE
THERMON GROUP HLDGS INC,88362T103,499,18543,SOLE
THERMON GROUP HLDGS INC,88362T103,400011,14864409,SOLE
THRYV HLDGS INC,886029206,1280,7744,SOLE
THRYV HLDGS INC,886029206,841663,5092061,SOLE
TIC SOLUTIONS INC,00510N102,90000,909900,SOLE
TIMKEN CO,887389104,203,17078,SOLE
TIMKEN CO,887389104,87000,7319310,SOLE
TITAN AMER SA,B9151N105,384072,6329507,SOLE
TITAN INTL INC ILL,88830M102,614751,4813500,SOLE
TITAN MACHY INC,88830R101,748563,11258388,SOLE
TOLL BROTHERS INC,889478103,2891,390921,SOLE
TRANSALTA CORP,89346D107,15474,195719,SOLE
TRANSCAT INC,893529107,127957,7259001,SOLE
TREACE MED CONCEPTS INC,89455T109,4227,10356,SOLE
TREACE MED CONCEPTS INC,89455T109,1458756,3573952,SOLE
TRIMAS CORP,896215209,294706,10447328,SOLE
TRIMBLE INC,896239100,4503,352810,SOLE
TRINITY INDS INC,896522109,555,14674,SOLE
TRINITY INDS INC,896522109,395592,10459452,SOLE
TRIVAGO N V,89686D303,293444,850988,SOLE
TTM TECHNOLOGIES INC,87305R109,250,17250,SOLE
TTM TECHNOLOGIES INC,87305R109,263969,18213861,SOLE
UGI CORP NEW,902681105,8681,324930,SOLE
ULTRA CLEAN HLDGS INC,90385V107,410569,10399713,SOLE
UMH PPTYS INC,903002103,716419,11398226,SOLE
UNILEVER PLC,904767803,676418,44237721,SOLE
UNILEVER PLC,904767803,966,63176,SOLE
UNITED RENTALS INC,911363109,5,4047,SOLE
UNITEDHEALTH GROUP INC,91324P102,15,4952,SOLE
UNITEDHEALTH GROUP INC,91324P102,39053,12891786,SOLE
UNIVERSAL ELECTRS INC,913483103,240148,866934,SOLE
UNIVERSAL HLTH SVCS INC,913903100,81041,17668602,SOLE
UNIVERSAL HLTH SVCS INC,913903100,4232542,922778807,SOLE
UNIVERSAL TECHNICAL INST INC,913915104,555,14502,SOLE
UNIVERSAL TECHNICAL INST INC,913915104,446676,11671644,SOLE
US BANCORP DEL,902973304,154950,8268130,SOLE
US BANCORP DEL,902973304,8663394,462278704,SOLE
UTZ BRANDS INC,918090101,886250,9199275,SOLE
V F CORP,918204108,201,3634,SOLE
VAIL RESORTS INC,91879Q109,23769,3156523,SOLE
VALLEY NATL BANCORP,919794107,883000,10313440,SOLE
VEECO INSTRS INC DEL,922417100,527,15062,SOLE
VEECO INSTRS INC DEL,922417100,468881,13400619,SOLE
VIAVI SOLUTIONS INC,925550105,723800,12898116,SOLE
VIEMED HEALTHCARE INC,92663R105,518157,3849907,SOLE
VISHAY INTERTECHNOLOGY INC,928298108,1188,17214,SOLE
VISHAY INTERTECHNOLOGY INC,928298108,1021300,14798637,SOLE
VISHAY PRECISION GROUP INC,92835K103,241692,9305142,SOLE
VITAL FARMS INC,92847W103,500,15970,SOLE
VITAL FARMS INC,92847W103,329679,10529947,SOLE
VSE CORP,918284100,20522,3545586,SOLE
WALKER & DUNLOP INC,93148P102,9792,588989,SOLE
WARBY PARKER INC,93403J106,547,11919,SOLE
WARBY PARKER INC,93403J106,352394,7678665,SOLE
WASTE CONNECTIONS INC,94106B101,22,3858,SOLE
WEBSTER FINL CORP,947890109,349,21966,SOLE
WEBSTER FINL CORP,947890109,226953,14284422,SOLE
WELLS FARGO CO NEW,949746804,25741,31198092,SOLE
WESCO INTL INC,95082P105,57208,13995365,SOLE
WESTLAKE CORPORATION,960413102,53,3919,SOLE
WEYERHAEUSER CO MTN BE,962166104,572952,13573233,SOLE
WEYERHAEUSER CO MTN BE,962166104,37048052,877668352,SOLE
WHEATON PRECIOUS METALS CORP,962879102,456307,53625226,SOLE
WHEATON PRECIOUS METALS CORP,962879102,14933801,1755020511,SOLE
WHITESTONE REIT,966084204,1209,16793,SOLE
WHITESTONE REIT,966084204,711840,9887458,SOLE
WILLIAMS COS INC,969457100,3215,193254,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,131327,43154118,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,4119475,1353659485,SOLE
WORKDAY INC,98138H101,48209,10354393,SOLE
WORKDAY INC,98138H101,4290564,921527336,SOLE
WP CAREY INC,92936U109,59,3797,SOLE
XEROX HOLDINGS CORP,98421M106,2182500,5172525,SOLE
XPO INC,983793100,26,3534,SOLE
XPO INC,983793100,3685,500828,SOLE
YETI HLDGS INC,98585X104,134500,5940865,SOLE
