Company,CUSIP,Shares,Value,Discretion
TILLYS INC,886885102,438157,2642087,SOLE
TITAN MACHY INC,88830R101,334511,5318725,SOLE
TOLL BROTHERS INC,889478103,88,10136,SOLE
TOLL BROTHERS INC,889478103,3791,436647,SOLE
TRIMAS CORP,896215209,240006,6134553,SOLE
TRIMBLE INC,896239100,92,5145,SOLE
TRIMBLE INC,896239100,3603,201480,SOLE
TRINITY INDS INC,896522109,500880,14986330,SOLE
TRIUMPH GROUP INC NEW,896818101,698712,10767152,SOLE
TRONOX HOLDINGS PLC,G9087Q102,765540,12011323,SOLE
TRUIST FINL CORP,89832Q109,64890,2520977,SOLE
TTM TECHNOLOGIES INC,87305R109,724641,14079775,SOLE
U S SILICA HLDGS INC,90346E103,493683,7627402,SOLE
UGI CORP NEW,902681105,3267658,74829368,SOLE
ULTRA CLEAN HLDGS INC,90385V107,337539,16539411,SOLE
UNIFI INC,904677200,266131,1567512,SOLE
UNILEVER PLC,904767704,516573,28406353,SOLE
UNITEDHEALTH GROUP INC,91324P102,15,7639,SOLE
UNITEDHEALTH GROUP INC,91324P102,411366,209492249,SOLE
UNIVERSAL ELECTRS INC,913483103,168315,1955820,SOLE
UNIVERSAL HLTH SVCS INC,913903100,18893,3493962,SOLE
UNIVERSAL HLTH SVCS INC,913903100,4608151,852185364,SOLE
UNIVERSAL TECHNICAL INST INC,913915104,518888,8162108,SOLE
US BANCORP DEL,902973304,38312,1521001,SOLE
US BANCORP DEL,902973304,8868091,352063213,SOLE
UTZ BRANDS INC,918090101,441396,7344829,SOLE
V2X INC,92242T101,181833,8720711,SOLE
VALLEY NATL BANCORP,919794107,712800,4975344,SOLE
VAREX IMAGING CORP,92214X106,359937,5301872,SOLE
VEECO INSTRS INC DEL,922417100,325698,15213354,SOLE
VIAVI SOLUTIONS INC,925550105,690937,4746737,SOLE
VITAL ENERGY INC,516806205,216905,9721682,SOLE
VSE CORP,918284100,121922,10763274,SOLE
WALMART INC,931142103,1293,87549,SOLE
WARBY PARKER INC,93403J106,159,2554,SOLE
WARBY PARKER INC,93403J106,8000,128480,SOLE
WELLS FARGO CO NEW,949746804,20691,24600978,SOLE
WERNER ENTERPRISES INC,950755108,346648,12420398,SOLE
WESCO INTL INC,95082P105,18758,2973518,SOLE
WESTLAKE CORPORATION,960413102,136,19696,SOLE
WESTLAKE CORPORATION,960413102,5302,767836,SOLE
WEYERHAEUSER CO MTN BE,962166104,57647,1636597,SOLE
WEYERHAEUSER CO MTN BE,962166104,14137049,401350821,SOLE
WHEATON PRECIOUS METALS CORP,962879102,337183,17675156,SOLE
WHEATON PRECIOUS METALS CORP,962879102,20768700,1088695364,SOLE
WHITESTONE REIT,966084204,1109722,14770400,SOLE
WILLIAMS COS INC,969457100,206216,8764180,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,122604,32139496,SOLE
WILLIS TOWERS WATSON PLC LTD,G96629103,5255276,1377618051,SOLE
XPO INC,983793100,172,18258,SOLE
XPO INC,983793100,6735,714920,SOLE
ZETA GLOBAL HOLDINGS CORP,98956A105,982567,17342308,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,159,17256,SOLE
ZIMMER BIOMET HOLDINGS INC,98956P102,6427,697522,SOLE
ZIMVIE INC,98888T107,260481,4753778,SOLE
ZUMIEZ INC,989817101,420021,8182009,SOLE
